Year,Make,Model,Trim,Body,Transmission,Vehicle Identification Number,Odometer,Seller,Market Price,Selling Price,Sale Date,State
2010,Honda,Ridgeline,RTS,Crew Cab,Automatic,5fpyk1f41ab010897,103706,Coggin Toyota At The Avenues,14350,14000,2015-02-19,Florida
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,Automatic,wddgf8bb5cr207337,27271,Mercedes-Benz Financial Services,21700,20750,2015-01-21,Tennessee
2014,Dodge,Avenger,SE,Sedan,Automatic,1c3cdzab3en133713,19621,Chrysler Capital,12250,12500,2015-03-05,Indiana
2010,Dodge,Grand Caravan,Crew,Minivan,Automatic,2d4rn6dx9ar462943,37763,Jpmorgan Chase Bank N.A.,11400,11300,2015-01-07,New Jersey
2013,Nissan,Altima,2.5,sedan,Automatic,1n4al3ap9dc231403,41429,Capital One Auto Finance,11800,13000,2015-06-02,Georgia
2012,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar3cm975171,29222,Nissan Infiniti Lt,22000,20900,2014-12-22,Illinois
2004,Infiniti,FX45,Base,SUV,Automatic,jnrbs08w84x405015,158886,Auto Credit Acceptance,7000,4200,2015-02-04,California
2012,Jeep,Compass,Sport,SUV,Automatic,1c4njcbb8cd666507,17387,Stream Llc Dba Stream Remarketing Solutions,12500,12900,2014-12-23,North Carolina
2007,Honda,Civic,LX,Sedan,Automatic,1hgfa16567l060424,143608,Criswell Honda,4450,4400,2015-02-13,Pennsylvania
2013,Nissan,Juke,S,Hatchback,Automatic,jn8af5mr0dt208848,4848,Nissan Motor Acceptance Corporation,16750,16750,2015-01-13,California
2011,Nissan,Murano,S,SUV,Automatic,jn8az1mu1bw066932,32719,Nissan-Infiniti Lt,16450,15200,2015-03-10,Florida
2013,Toyota,Highlander,Base,suv,Automatic,5tdbk3eh9ds225216,49353,The Hertz Corporation,22300,20400,2015-06-11,Illinois
2011,Suzuki,SX4,Crossover,Hatchback,Automatic,js2yb5a34b6302514,68835,Jpmorgan Chase Bank N.A.,6925,6000,2015-01-14,Wisconsin
2013,Chrysler,300,Base,Sedan,Automatic,2c3ccaag1dh529128,19895,Chrysler Capital,17950,19800,2015-02-11,Texas
2006,Chevrolet,Aveo,LS,Hatchback,Automatic,kl1td66686b574303,132882,Springleaf Financial Services/Evansville,1450,1600,2015-01-06,Ohio
2009,Hyundai,Sonata,GLS,Sedan,Automatic,5npet46c89h549497,70544,World Omni Financial Corporation,6425,7100,2015-02-17,Florida
2013,Honda,Insight,Base,Hatchback,Automatic,jhmze2h3xds004942,42400,Ford-Lincoln Dealer Program,10350,11300,2015-02-17,Georgia
2010,Mazda,Mazda3,i Touring,Sedan,Automatic,jm1bl1sf5a1103255,55766,Santander Consumer,8375,9600,2015-01-07,Texas
2005,Infiniti,FX45,Base,SUV,Automatic,jnrbs08wx5x401551,141096,Santander Consumer,7725,4700,2015-01-27,Maryland
2012,Nissan,Leaf,SL,hatchback,Automatic,jn1az0cp0ct020595,20042,Nissan-Infiniti Lt,8300,8000,2015-06-19,Pennsylvania
2008,Saturn,Aura,XE,Sedan,Automatic,1g8zs57n58f191580,150668,Acres Auto Recycling Inc,3025,2900,2015-01-14,New Jersey
2008,Jeep,Liberty,Sport,suv,Automatic,1j8gn28k68w244738,104899,Tdaf Remarketing,7475,8300,2015-06-17,Texas
2005,GMC,Envoy,SLE,SUV,Automatic,1gkds13s852267854,144031,Credit Acceptance Corp/Vrs/Southfield,3325,2200,2015-02-26,Florida
2013,Ford,Taurus,Limited,sedan,Automatic,1fahp2f85dg110083,62252,Van Chevrolet Cadillac Inc,14850,11600,2015-06-03,Missouri
2006,Chevrolet,Equinox,LT,SUV,Automatic,2cndl63fx66027763,132348,Quality Acceptance,3925,2500,2015-01-08,California
2014,Ford,F-150,XL,Regular Cab,Automatic,1ftnf1cf5ekd63870,9016,U-Haul,18200,18300,2015-02-24,Georgia
2004,Honda,CR-V,EX,SUV,Manual,shsrd77894u228000,255508,Purple Heart Services Inc,1525,2100,2015-02-17,Maryland
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap6bc844089,38328,Nissan-Infiniti Lt,16500,15600,2015-01-21,Texas
2006,Honda,Civic,Hybrid,sedan,Automatic,jhmfa36246s022158,207194,Pauley Motor Car Co Preowned Vehicles Llc,2100,2900,2015-06-02,Ohio
2006,Ford,Ranger,XLT,supercab,Automatic,1ftzr45e76pa67798,49787,Runde Chevrolet Inc,10950,10200,2015-05-28,Michigan
2013,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg1dr713256,12369,Tdaf Remarketing,19400,17900,2015-01-27,Illinois
2014,Infiniti,QX60,Base,SUV,Automatic,5n1al0mn7ec537306,6219,Nissan North America Inc.,36100,36400,2015-01-06,Florida
2011,Chevrolet,Corvette,GS,Convertible,Automatic,1g1yw3dw3b5106295,8050,Fifth Third Bank,42300,42500,2015-03-04,Pennsylvania
2006,Infiniti,M35,Base,sedan,Automatic,jnkay01e26m107669,121929,Crb Auto Finance,8075,6400,2015-06-03,California
2008,Toyota,RAV4,Sport,suv,Automatic,jtmzd32vx86071589,175549,South Coast Toyota,5925,7200,2015-06-03,California
2008,Kia,Optima,LX,sedan,Automatic,knage123985235294,71580,Enterprise Vehicle Exchange / Rental / Tulsa,4675,4500,2015-05-29,Florida
2010,Toyota,Corolla,LE,Sedan,Automatic,1nxbu4ee9az312154,96392,Santander Consumer,7175,7700,2014-12-30,Maryland
2014,Hyundai,Sonata Hybrid,Base,Sedan,Automatic,kmhec4a49ea107793,17860,Hyundai Motor America,18750,16400,2014-12-16,California
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap8dn437283,26374,Nissan North America Inc.,14100,13600,2015-01-14,Tennessee
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap0dm712443,28085,Nissan Infiniti Lt,20900,21500,2015-02-12,California
2011,Audi,S5,3.0T Premium Plus quattro,Convertible,Automatic,wauvgafhxbn019078,38396,Volkswagen Credit Inc/Sc,30300,28750,2015-01-15,California
2011,Infiniti,G Coupe,G37,G Coupe,Automatic,jn1cv6ek8bm212610,51792,Santander Consumer,20500,10250,2015-05-21,Mississippi
2013,Chevrolet,Impala,LT Fleet,Sedan,Automatic,2g1wg5e35d1217455,48130,The Hertz Corporation,9675,10700,2015-05-28,Michigan
2009,Dodge,Charger,Base,Sedan,Automatic,2b3ka43d89h501725,74046,Crossroads Chrysler Jeep Dodge,8900,10100,2015-02-09,North Carolina
2013,Jeep,Patriot,Latitude,SUV,Automatic,1c4njrfb5dd222144,30698,Jpmorgan Chase Bank N.A.,15500,11800,2015-01-08,Arizona
2012,BMW,7 Series,740Li,Sedan,Automatic,wbakb4c55cc576099,50651,Financial Services Remarketing (Lease),35300,34200,2015-02-10,Florida
2012,Infiniti,M,M37x,sedan,Automatic,jn1by1ar5cm393076,38009,Nissan Infiniti Lt,24300,24000,2015-06-09,Illinois
2013,Nissan,Murano,SL,SUV,Automatic,jn8az1mw5dw323689,12777,Nissan North America Inc.,24000,26400,2015-02-17,Illinois
2013,Audi,Q5,2.0T Premium quattro,SUV,Automatic,wa1cfafp5da041482,24154,The Collection,27600,28200,2014-12-18,Florida
2011,Toyota,RAV4,Base,suv,Automatic,2t3bk4dv2bw055998,70230,Toyota Financial Services,14100,12900,2015-06-05,Pennsylvania
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap3cc206652,28855,Nissan Motor Acceptance Corporation,12450,11600,2015-02-18,New Jersey
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5apxbc862661,24053,Nissan-Infiniti Lt,17900,17400,2015-01-06,Florida
2013,Ford,F-150,XL,Regular Cab,Automatic,1ftmf1cmxdfd25780,28348,Wichita Falls Ford Lin Inc,15550,17100,2015-02-25,Texas
2014,Ford,Escape,Titanium,SUV,Automatic,1fmcu9jx3eub49502,42368,Ari,20600,20200,2015-06-02,Pennsylvania
2007,Ford,Econoline Cargo,E-150,Van,Automatic,1ftne14w77da86731,123561,Mike Albert Fleet Solutions,6475,7600,2015-03-04,Washington
2002,Nissan,Altima,3.5 SE,Sedan,Automatic,1n4bl11e12c112118,237781,Nissan Of Chattanooga East,1375,2300,2015-02-12,Georgia
2010,Honda,Pilot,Touring,SUV,Automatic,5fnyf4h84ab022542,52085,Northwest Federal Credit Union,21000,23400,2015-02-18,California
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mt3bw560356,70306,Balboa Thrift & Loan Association,11650,11300,2015-01-08,Arizona
2011,Toyota,RAV4,Base,SUV,Automatic,2t3zf4dv8bw101871,22789,Toyota Financial Services,15150,13600,2015-02-03,Florida
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,Automatic,wddhf5kb1da712942,16304,Mercedes-Benz Financial Services,29900,28500,2015-06-11,Nevada
2008,Chrysler,300,LX,Sedan,Automatic,2c3ka43r38h177077,175875,Santander Consumer,3650,1050,2015-03-05,Indiana
2014,Ford,Mustang,V6,Convertible,Automatic,1zvbp8em2e5227213,61897,Dtg Operations Inc,14300,12100,2015-05-22,Nevada
2007,Chrysler,Sebring,Base,Sedan,Automatic,1c3lc46k37n592208,143349,East Bay Bmw,2400,2600,2015-02-11,California
2004,BMW,X5,3.0i,SUV,Automatic,5uxfa135x4lu34725,107155,Gulliver,6125,6300,2015-01-06,California
2014,Ford,Explorer,Limited,SUV,Automatic,1fm5k7f81ega55864,42669,Ars/Avis Budget Group,27100,27300,2015-02-04,Tennessee
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3ap4dc101836,17503,Nissan-Infiniti Lt,14600,15100,2015-01-20,Illinois
2005,Volvo,XC90,2.5T,SUV,Automatic,yv1cz592351173866,179140,Knauz Continental Autos Inc,2975,3600,2015-02-11,Wisconsin
2014,Ford,Explorer,XLT,SUV,Automatic,1fm5k8d87egc50988,33669,Avis Budget Group,26600,26200,2015-05-28,Tennessee
1998,Nissan,Altima,SE,Sedan,Manual,1n4dl01d2wc169816,205633,Mall Of Georgia Mazda,925,600,2015-01-13,Georgia
2009,Pontiac,G8,GT,Sedan,Automatic,6g2ec57yx9l224482,77262,Remktgedge/Cars/Auto One Acceptance,16050,15900,2015-06-04,Texas
2013,Chevrolet,Suburban,LTZ 1500,SUV,Automatic,1gnskke75dr160601,84394,Jerrys Chevrolet Of Beresford,21800,28250,2014-12-23,Nebraska
2013,Nissan,Altima,2.5,Sedan,Automatic,1n4al3apxdn514865,68252,Chrysler Capital,11150,11500,2015-03-05,Indiana
2012,Ford,Focus,SE,sedan,Automatic,1fahp3f24cl361698,25550,Ford Motor Credit Company Llc,10050,10100,2015-06-11,Illinois
2013,Ford,F-150,XL,Regular Cab,Automatic,1ftnf1cf5dke07297,11939,U-Haul,16400,14500,2015-01-28,Hawaii
2012,Mazda,Mazda6,i Touring Plus,Sedan,Automatic,1yvhz8ehxc5m18458,19753,Jpmorgan Chase Bank N.A.,13900,14400,2015-02-17,Florida
2011,Mazda,Mazda3,s Sport,Sedan,Automatic,jm1bl1u6xb1454709,20477,Jpmorgan Chase Bank N.A.,11400,9800,2015-01-28,New Jersey
2014,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg8er325748,29716,Pv Holding Inc/Gdp,18600,17800,2015-03-19,Pennsylvania
2011,Nissan,Rogue,S,SUV,Automatic,jn8as5mt7bw183479,33969,Nissan-Infiniti Lt,12950,14800,2015-03-04,Florida
2010,Mazda,Mazda6,i Grand Touring,Sedan,Automatic,1yvhz8ch0a5m57799,94540,Capital One Auto Finance,7450,5700,2015-03-04,Florida
2014,Ford,Fiesta,SE,Hatchback,Automatic,3fadp4ej1em196921,34835,Avis Budget Group,9425,9400,2015-05-27,Florida
2009,Chevrolet,Silverado 1500,LS,crew cab,Automatic,3gcec13c99g221159,173432,Onemain Rem/American Auto Credit Inc,8325,9700,2015-06-18,Texas
2011,Ford,F-150,XL,SuperCab,Automatic,1ftvx1ef4bke07847,33952,Ford Motor Credit Company Llc,18850,22200,2015-02-10,Ohio
2002,Lincoln,Blackwood,Base,Crew Cab,Automatic,5ltew05a72kj01093,96480,Milford Motors Inc,7950,9400,2015-01-15,Florida
2001,Dodge,Durango,Sport,suv,Automatic,1b4hr28n31f606912,131795,Margate Volvo,1525,900,2015-06-12,Florida
2014,Kia,Sorento,LX,SUV,Automatic,5xykt3a60eg483897,32401,Avis Corporation,15650,15500,2015-06-19,Nevada
2007,Chevrolet,Avalanche,LT,Crew Cab,Automatic,3gnec12027g182362,207379,Texas Direct Auto,6625,8700,2015-02-18,Texas
2014,Kia,Sorento,LX,suv,Automatic,5xykt4a69eg501691,10299,Ecars,18150,19000,2015-05-26,California
2010,Ford,Focus,SEL,sedan,Manual,1fahp3hn1aw120636,57895,Bergen Auto Enterprises Llc,8050,8800,2015-06-19,Pennsylvania
2006,Toyota,Avalon,XLS,Sedan,Automatic,4t1bk36b66u160054,148209,Honda Of Oakland,5825,4600,2015-05-20,California
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap1bc851256,36022,Nissan-Infiniti Lt,16750,16900,2014-12-22,Missouri
2012,Honda,Civic,LX,Sedan,Automatic,19xfb2f52ce354147,46328,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,10400,10900,2015-02-26,California
2011,Ford,Escape,Limited,SUV,Automatic,1fmcu0e78bka63292,98181,Wells Fargo Dealer Services,9325,7400,2015-01-13,Ohio
2005,Audi,A6,4.2 quattro,Sedan,Automatic,waudl74f45n083570,124330,Remarketing By Ge/Nextgear Capital,5400,5000,2015-01-07,California
2013,Toyota,Camry,LE,Sedan,Automatic,4t1bf1fk6du261567,35720,Avis Corporation,13850,14000,2015-03-04,Texas
2011,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3bm510113,32285,Nissan Infiniti Lt,19250,18000,2015-02-12,California
2013,Jaguar,XJ,XJL Portfolio,sedan,Automatic,sajwa2gb1dlv43096,15172,Palm Beach Motor Cars,49500,52000,2015-06-04,Florida
2008,BMW,5 Series,550i,sedan,Automatic,wbanw53598ct53210,69421,Braman Motors,15500,16500,2015-05-28,Florida
2009,Nissan,Titan,SE,Crew Cab,Automatic,1n6ba07d69n316594,84106,Santander Consumer,11900,13800,2014-12-31,Texas
2012,Ford,F-350 Super Duty,Lariat,crew cab,Automatic,1ft8w3dt1cec82017,91567,Stanley Ford-Mcgregor,35100,34600,2015-05-27,Texas
2014,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcukrec0eg460832,10294,Express Car & Truck Rental,29900,30600,2015-02-18,Texas
2011,Lexus,GS 350,Base,sedan,Automatic,jthce1ks3b0028301,35107,Car Web,22800,24500,2015-05-28,Virginia
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap1bc861415,17435,Nissan-Infiniti Lt,18550,20000,2015-02-26,Illinois
2010,Chevrolet,HHR,Panel LS,Wagon,Automatic,3gcaaadb0as624491,122473,Ari,4400,4000,2014-12-31,New Jersey
2007,Honda,Civic,EX,Coupe,Automatic,2hgfg12877h584838,61937,Sti Remarketing,6325,9900,2015-02-27,Nevada
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb2ca679168,22511,Mercedes-Benz Financial Services,22700,22000,2014-12-18,Texas
2006,Mercedes-Benz,E-Class,E350,Sedan,Automatic,wdbuf56j36a867777,70926,One Nevada Credit Union,8975,9800,2015-01-23,Nevada
2010,Cadillac,DTS,Base,Sedan,Automatic,1g6ka5ey8au128372,70228,Wright-Patt Credit Union,12300,12100,2015-06-18,Ohio
2011,Cadillac,SRX,Performance,SUV,Automatic,3gyfnbey8bs547576,54530,Momentum Motorcars,20800,19500,2015-03-05,Georgia
2007,Infiniti,G35,Base,sedan,Automatic,jnkbv61e07m701050,145906,Chaser Inc,6400,7900,2015-06-17,California
2011,Jeep,Patriot,Sport,SUV,Automatic,1j4nt1ga5bd189235,99735,Ge Fleet Services For Itself/Servicer,5800,5500,2014-12-30,Texas
2011,Toyota,Prius,Three,Hatchback,Automatic,jtdkn3duxb5321574,47340,World Omni Financial Corporation,11750,12000,2015-05-21,Georgia
2013,MINI,Cooper,Base,Hatchback,Automatic,wmwsu3c59dt548487,18149,Bmw Mini Financial Services,14050,14400,2015-01-27,Florida
2014,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al3ap9ec128371,33959,Plaza Auto Sales,14050,13800,2015-02-25,Pennsylvania
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5apxbc831524,48501,Nissan-Infiniti Lt,15500,18200,2015-02-03,Florida
2008,Cadillac,Escalade,Base,suv,Automatic,1gyfk63858r219322,205641,Gateway One Lending & Finance,12500,10000,2015-06-03,California
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap7cc115979,54167,Nissan-Infiniti Lt,10800,10600,2015-01-27,Florida
2014,Ford,Escape,SE,SUV,Automatic,1fmcu0gx3eua23868,32644,Avis Budget Group,16800,16200,2015-01-28,Minnesota
2014,Ford,Explorer,XLT,SUV,Automatic,1fm5k7d86ega21096,18463,Elder Ford Of Tampa,27200,29400,2015-03-05,Florida
2013,Ford,Focus,Titanium,Sedan,Automatic,1fadp3j24dl270938,32066,Ford Motor Credit Company Llc,13650,13200,2015-02-17,Missouri
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae0dh314266,38398,Avis Corporation,11350,11000,2015-03-03,Ohio
2014,Chrysler,200,LX,Sedan,Automatic,1c3ccbab2en212302,23485,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11350,5900,2015-02-10,California
2013,Chevrolet,Tahoe,LTZ,suv,Automatic,1gnscce09dr105901,31728,Gm Financial Leasing,38000,39800,2015-06-18,Florida
2011,Chevrolet,Silverado 1500,LT,crew cab,Automatic,3gcpkse35bg186964,116658,Meridian Remarketing,17800,17000,2015-06-16,North Carolina
2013,Honda,Civic,EX-L,sedan,Automatic,2hgfb2f90dh513628,41438,California Auto Wholesale,13700,15800,2015-06-17,California
2013,Toyota,Camry,SE,sedan,Automatic,4t1bf1fk4du271059,35690,The Hertz Corporation,13500,13000,2015-06-17,Missouri
2014,Ford,Focus,SE,hatchback,Automatic,1fadp3k29el321978,27371,Sullivan Auto Trading Inc,11500,11000,2015-06-11,Virginia
2011,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4ee4bc684102,58250,The Hertz Corporation,9075,9101,2015-02-17,Ohio
2013,Chevrolet,Tahoe,LT,SUV,Automatic,1gnskbe07dr250254,61978,The Hertz Corporation,26300,25901,2015-02-19,Illinois
2004,Jeep,Grand Cherokee,Laredo,SUV,Automatic,1j4gw48s84c273681,234233,Hendrick Honda,525,950,2015-06-03,North Carolina
2013,Chevrolet,Malibu,LT,sedan,Automatic,1g11e5sa6df241629,52351,Ge Fleet Services For Itself/Servicer,11400,12600,2015-06-19,Florida
2012,Lincoln,MKZ,Base,Sedan,Automatic,3lnhl2gc6cr814353,43887,Ford Motor Credit Company Llc,14700,13500,2015-01-29,Illinois
2003,Suzuki,XL-7,Touring,SUV,Automatic,js3tx92v134100581,151829,Credit Acceptance Corp/Vrs/Southfield,1825,1500,2015-02-05,Florida
2004,Nissan,Murano,SE,SUV,Automatic,jn8az08wx4w323823,102499,Dick Hannah Subaru,5400,6300,2015-05-26,Oregon
2012,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk6cu071167,44089,World Omni Financial Corporation,13550,13600,2015-05-21,Georgia
2007,GMC,Yukon XL,SLE 1500,SUV,Automatic,1gkfk163x7j243190,191939,Remarketing By Ge/Nextgear Capital,9125,9000,2015-01-05,North Carolina
2008,Chevrolet,Silverado 1500,LTZ,Crew Cab,Automatic,3gcec13028g232038,152202,Tdaf Remarketing,12700,9600,2015-03-03,Illinois
2003,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdn45d33u666588,141892,Flood Ford Of East Greenwich,1650,1300,2015-03-03,Massachusetts
2014,Chevrolet,Impala Limited,LS Fleet,Sedan,Automatic,2g1wa5e33e1113744,14999,Gm Remarketing,12600,12300,2015-01-27,Illinois
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,Automatic,1d7ha18d05j585604,170089,The Car Exchange,5125,5000,2015-02-18,California
2011,Ford,Edge,Limited,SUV,Automatic,2fmdk3kc4bbb49884,21051,Ford Motor Credit Company Llc Pd,22500,23400,2015-01-20,Georgia
2013,Ford,Escape,SEL,SUV,Automatic,1fmcu9hx7dub85312,75215,Wheels Exchange Llc,14250,14300,2015-01-13,North Carolina
2013,BMW,5 Series,528i,Sedan,Automatic,wbaxg5c53ddy33026,39589,Avis Corporation,29500,28800,2015-02-24,Florida
2011,Ford,Focus,S,Sedan,Automatic,1fahp3en6bw178960,30514,Ge Fleet Services For Itself/Servicer,7700,7000,2015-01-22,Texas
2013,Honda,Insight,Base,Hatchback,Automatic,jhmze2h32ds004885,35194,Avis Corporation,10750,10600,2015-01-28,Texas
2004,Ford,F-150,Lariat,SuperCrew,Automatic,1ftpw14544kd48130,142940,Bob Baker Jeep,8150,8000,2015-01-14,California
2004,Cadillac,CTS,Base,Sedan,Automatic,1g6dm577740176252,126684,East Coast Financial,3400,1700,2015-01-27,Florida
2012,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap1cc810241,42428,Nissan-Infiniti Lt,16350,17000,2014-12-31,Tennessee
2013,Chevrolet,Malibu,LS,Sedan,Automatic,1g11b5sa4df126911,19297,Ally,12700,12300,2015-02-25,Colorado
2006,Chevrolet,Tahoe,LS,SUV,Automatic,1gnec13z36j135514,197042,Clermont Nissan,3650,5100,2015-01-20,Florida
2012,Ford,Fusion,SEL,sedan,Automatic,3fahp0ja9cr215313,37520,Ford Motor Credit Company Llc,12400,12400,2015-06-10,New York
2012,BMW,5 Series,535i,Sedan,Automatic,wbafr7c50cc808722,54898,Financial Services Remarketing (Lease),30600,31000,2014-12-18,California
2013,Toyota,FJ Cruiser,Base,SUV,Automatic,jtezu4bf2dk012970,37186,Addison Motorcars,24900,26000,2015-01-07,Texas
2011,Hyundai,Sonata,SE,Sedan,Automatic,5npec4ac8bh274274,70225,Regional Acceptance Corporation / Greenville,10800,10100,2015-02-18,Florida
2010,Chevrolet,malibu,ls,sedan,Automatic,1g1zb5eb5af296956,92411,Fiserv/Crescent Bank & Trust,6725,6500,2015-02-11,Virginia
2013,Nissan,Frontier,PRO-4X,crew cab,Automatic,1n6ad0evxdn716357,27268,Avis Corporation,20200,21300,2015-06-19,Pennsylvania
2003,Ford,Mustang,Premium,coupe,Manual,1fafp404x3f341834,102195,Nextgear Capital,2225,1700,2015-05-29,Pennsylvania
2007,Audi,Q7,3.6 Premium quattro,SUV,Automatic,wa1by74l87d060345,153981,T3 Auto & Rec Llc,10100,9800,2015-02-05,Minnesota
2011,Ram,1500,Sport,Crew Cab,Automatic,1d7rv1ct0bs511600,62177,Exceptional Motorcar Llc,20900,21800,2015-01-13,Ohio
2011,Lexus,RX 350,Base,SUV,Automatic,2t2zk1ba8bc046516,40183,Lexus Financial Services,25600,24000,2015-01-13,Florida
2014,Jeep,Patriot,Latitude,SUV,Automatic,1c4njrfb3ed778373,19422,Hertz Corporation/Gdp,17200,17100,2015-02-11,Minnesota
2014,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al3apxec181340,22510,Enterprise Veh Exchange/Rental,14600,10500,2014-12-31,New Jersey
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,Automatic,2g1wb5e34e1116522,13146,Gm Remarketing,13800,13700,2015-02-23,Florida
2007,Pontiac,G6,GT,Sedan,Automatic,1g2zh58n174244051,118848,Lenders Assistance Corporation,4025,3300,2015-02-05,Virginia
2003,Chevrolet,Silverado 1500HD,LS,Crew Cab,Automatic,1gcgc13u73f245969,169793,Innovate Loan Servicing Corp,5275,3800,2014-12-18,Florida
2005,Chrysler,Sebring,Touring,Convertible,Automatic,1c3el55r55n661961,99701,Dt Credit Corporation,2250,1200,2015-01-13,Texas
2014,Dodge,Journey,SE,SUV,Automatic,3c4pdcab6et218166,14282,Chrysler Capital,14600,13700,2014-12-22,North Carolina
2013,BMW,3 Series,328i,Sedan,Automatic,wba3a5c55df601631,32388,Hincklease,23600,22700,2015-02-27,Nevada
2014,Nissan,Altima,2.5 S,sedan,Automatic,1n4al3ap0ec421656,1899,Nissan Motor Acceptance Corporation,16600,15800,2015-06-09,Texas
2012,Ford,Fiesta,SE,sedan,Automatic,3fadp4bj8cm185111,40177,Ford Motor Credit Company Llc,7750,9100,2015-06-24,Texas
2004,Hyundai,Elantra,GT,sedan,Automatic,kmhdn46d14u857605,98268,Td Auto Finance,2075,2000,2015-05-27,Texas
2014,Kia,Soul,+,Wagon,Automatic,kndjp3a53e7073678,7865,Kia Motors America  Inc,14350,15500,2015-02-17,California
2005,Pontiac,G6,GT,Sedan,Automatic,1g2zh528254115882,110754,Crown Nissan Greenville,4100,5400,2015-02-10,Georgia
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h72er165908,25282,Avis Budget Group,15300,13400,2015-02-12,Florida
2014,Chevrolet,Malibu,LT,sedan,Automatic,1g11e5slxef145814,36241,Enterprise Veh Exchange/Rental,14050,14100,2015-06-02,Florida
2010,Ford,Edge,SE,SUV,Automatic,2fmdk3gc8abb63584,64443,Wells Fargo Dealer Services,11850,11500,2015-02-17,Ohio
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae2dh314575,49368,Avis Corporation,10650,10500,2015-01-21,Missouri
2012,Dodge,Charger,R/T,Sedan,Automatic,2c3cdxct7ch196782,26061,Texas Auto Brokers,21200,21500,2015-02-11,Texas
2005,Toyota,Camry,LE,Sedan,Automatic,4t1be32k85u624263,323371,Hendrick Toyota Scion Concord,1375,2700,2015-02-25,North Carolina
2013,Ford,Explorer,XLT,suv,Automatic,1fm5k7d82dgc24212,19593,Ars/Ford-Lincoln Dealer Program,25900,28800,2015-06-17,Tennessee
2014,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk3eu404203,11103,Toyota Motor Sales Usa Inc/Program,17200,17300,2014-12-23,California
2011,Chevrolet,Suburban,LT 1500,SUV,Automatic,1gnscje02br274918,249898,Auto Sails Inc,10650,12900,2015-03-03,Florida
2014,Ford,Mustang,GT Premium,Coupe,Manual,1zvbp8cf3e5284394,1667,Ford Motor Credit Company Llc,28300,20000,2015-01-22,Texas
2011,Honda,Civic,LX,sedan,Automatic,19xfa1f56be048211,59850,Westlake Financial Services,8975,9200,2015-06-09,Texas
2008,Toyota,RAV4,Limited,SUV,Automatic,jtmbd31v985169697,64105,Toyota Financial Services,10950,12800,2015-02-10,Ohio
